"module","hpv_status","age_at_index","ajcc_pathologic_stage"
"MEblack",-0.0148725461315882,-0.114300569289879,0.0714447978271681
"MEyellow",-0.441786436446376,0.0105805093018072,-0.12255109286378
"MEturquoise",0.315921636434907,0.106386914034006,-0.0982176322631776
"MEbrown",-0.139498599980666,0.0241062140732116,0.0674159471637137
"MEgreen",-0.109570476613506,-0.0401343847755847,-0.0254141840823389
"MEblue",0.266588607596029,0.0457558117847732,0.101590488222414
"MEred",0.243448175236858,-0.154090617555732,0.0557508876705337
"MEgrey",-0.241608689882283,0.0604704210631814,0.169861208695519
