"gene_symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SDR9C7",-3.277496179676,2.66630093378483,-7.52815310057359,7.228262668944e-13,2.81655425363535e-11,18.6680698121049
"CBLN2",3.29411539032525,-2.35091600221697,7.52731289372993,7.26697864046709e-13,2.82704344383366e-11,18.6628539597819
"SLC24A2",-2.35488745710754,0.0478117445077001,-7.50991556000992,8.11622988804505e-13,3.12696676908539e-11,18.5549405433225
"AC008011.2",-2.14382394505397,-2.41616155836024,-7.50037453088216,8.62281363353047e-13,3.30091223504671e-11,18.4958286115484
"AC079160.1",-2.64358070664742,-2.02294161371895,-7.48603590317815,9.44334759349041e-13,3.57839663823902e-11,18.4070861609104
"GALNT13",-2.7810160178487,-0.441576535166335,-7.47919508823452,9.86150584507147e-13,3.70982624974076e-11,18.3647875526343
"SPRR4",-3.75305943380658,1.00626329238788,-7.47588653005176,1.0070251083071e-12,3.77658054702212e-11,18.3443390147389
"LINC01527",-2.48884362084017,-2.44396676618595,-7.47526091884881,1.01102097420291e-12,3.78564166028102e-11,18.3404730984691
"AC121757.2",2.20623461061516,-2.34977969807437,7.46901547557401,1.05177903491297e-12,3.91379391190285e-11,18.3018915966171
"SP9",2.77931936907112,-2.23606463271122,7.45482097791839,1.15053930359784e-12,4.25486479497199e-11,18.2142838835031
"RUNDC3A",-2.16995785611206,0.788783081169073,-7.44497038212255,1.22439850307069e-12,4.50022787232915e-11,18.1535514540025
"AL390778.2",2.64187413707077,-4.28015577798133,7.43791208155272,1.28017869090789e-12,4.68369498456745e-11,18.1100672962631
"MYB",2.09121647831538,1.01507300898902,7.43595113401466,1.2961156732003e-12,4.7347737793555e-11,18.0979913252464
"FCRL4",2.33022254761639,-3.55547848690465,7.43271227083665,1.32286815552619e-12,4.81050265235656e-11,18.0780502854702
"HLF",2.52412117833958,1.98551848301941,7.43226917244664,1.3265701791499e-12,4.81665572320429e-11,18.0753226652901
"AC121757.1",2.01892371357771,-2.77356767247175,7.42881545040272,1.35577795760876e-12,4.90783428642543e-11,18.0540659860897
"TMSB15A",2.27897475542395,-1.55094295370606,7.41585008378082,1.4711958610544e-12,5.2877388381794e-11,17.9743264868512
"LINC01814",2.16898828964804,-2.74588981244181,7.41578938283427,1.47175838969524e-12,5.2877388381794e-11,17.9739533823963
"WDR97",2.07186439689159,-1.22371803315772,7.41489733478546,1.48004969957261e-12,5.3095675150536e-11,17.9684705541554
"LINC00381",-2.029485133838,-2.64039291922451,-7.41457050312741,1.48309901694248e-12,5.31255378804328e-11,17.9664618464719
"PNPLA1",-2.76216587087291,-0.0342134429044863,-7.40904138469328,1.53563451898578e-12,5.47618238288322e-11,17.9324888183765
"PRR9",-4.49340516870406,0.409403886367261,-7.38993734333224,1.73167683450457e-12,6.09367160970153e-11,17.8152363418834
"AC006946.2",2.21327566294141,-2.40540422403986,7.38661356400695,1.76822014065349e-12,6.21314185492967e-11,17.7948570368673
"DOC2B",2.01330771470369,4.62826571801243,7.37948603511774,1.84916729679511e-12,6.46555289367469e-11,17.7511762094593
"PCDHGC5",-3.01634629078775,0.671019996489137,-7.37890496828408,1.85592532494789e-12,6.46555289367469e-11,17.7476164031302
"LINC02700",-3.38478367860352,-2.15699429534133,-7.3695109426691,1.96862271819036e-12,6.82721777405408e-11,17.690091537537
"HSPB3",-3.45125011222225,0.25681430800615,-7.34732658926767,2.2622457114439e-12,7.73358862040535e-11,17.5544392168994
"SLC7A11",-2.55503779337908,4.45624917247007,-7.3370839203265,2.41199849912703e-12,8.17554908530129e-11,17.4919001961433
"KCNB2",2.66164988507917,-3.43945082486333,7.31800190502572,2.71751015470045e-12,9.13357830957105e-11,17.3755468838267
"SPOCK1",-2.38786300276912,3.93370945619002,-7.31125123450231,2.83448203874635e-12,9.50007378692554e-11,17.3344332512516
"CCNI2",2.15253264185834,-1.77004665146986,7.30103520926554,3.02100128443425e-12,1.00548992750253e-10,17.2722631891186
"AC055736.1",-2.64261643169301,-2.97278004146018,-7.2987315986757,3.06470303234934e-12,1.01611885525563e-10,17.2582525674956
"MANCR",-2.36833675171807,-0.470194434683977,-7.29597896182169,3.11774113441762e-12,1.02769667875081e-10,17.2415148680895
"GDPD2",-3.29530104258473,1.69894619422615,-7.29438180907681,3.14892901357792e-12,1.03655130331568e-10,17.231805165369
"IGFL2",-3.04889501861432,1.72688176625929,-7.27738011826911,3.50059162431893e-12,1.13515802009714e-10,17.1285343901438
"MMP3",-3.30132769172095,5.35893824220891,-7.26959068616869,3.67437691018406e-12,1.18476383841449e-10,17.0812746635469
"CREG2",-2.7689482043365,1.53498233087124,-7.26941970920204,3.67828532707554e-12,1.18476383841449e-10,17.0802377031628
"BPIFC",-3.54487018870317,-0.337461212359064,-7.26248062650081,3.84041366199626e-12,1.23201704144683e-10,17.0381667075004
"IGFBPL1",2.73594683886916,-0.822738236941825,7.26132682896801,3.86804618570857e-12,1.23922271115401e-10,17.0311739817986
"SPRR1B",-3.07494164653064,8.7774286418902,-7.24989315549313,4.15268836350396e-12,1.31982790375343e-10,16.9619195676626
"BCHE",-2.83464887412888,-0.334571748837236,-7.24570811626957,4.26195563446099e-12,1.34918764629093e-10,16.9365890507361
"SMPDL3B",2.06296317063211,0.425379194827378,7.24178063458653,4.36707348745163e-12,1.37882146315271e-10,16.9128264649674
"LINC00494",2.09508177357806,-3.77086543143667,7.24148071346008,4.37520500070163e-12,1.37957121890544e-10,16.9110122006896
"LINC01475",2.2667985531512,-4.58807678251077,7.23907529276187,4.44096323186462e-12,1.39297438335607e-10,16.8964633245524
"AC091182.2",-2.26953829604678,0.389175570345254,-7.23007652954538,4.69571919407516e-12,1.46330578370373e-10,16.8420645908877
"ALOXE3",-2.4261118236713,2.66805968034992,-7.22757621872536,4.76902459545335e-12,1.47845931960471e-10,16.8269580405988
"GSDMA",-2.95497147731555,2.42402752745043,-7.22431705342044,4.86627387598546e-12,1.50665874889038e-10,16.8072719256486
"CTSE",2.60316092042645,-2.50440965294726,7.22028375475882,4.98933149534937e-12,1.54276567683293e-10,16.7829182287304
"USP2",-2.19494831222602,2.36492242394079,-7.21567980693785,5.13355100737216e-12,1.58327434157872e-10,16.755130175494
"FDCSP",4.69321875801789,0.434916657024652,7.18516691526717,6.19879893968443e-12,1.88752246239641e-10,16.5712689528537
"LINC00939",2.30231368936064,-3.98149596692549,7.18060525569213,6.37574004135039e-12,1.93647952282536e-10,16.5438275126743
"KRT16P4",-2.61022878830524,0.247691290569088,-7.17740414939089,6.50286899553328e-12,1.9725918051767e-10,16.5245778249499
"EREG",-3.66969530870185,3.21350558413122,-7.17524081926212,6.59019455961169e-12,1.99655401297768e-10,16.5115720740579
"CLDN10",3.75623513461833,-1.57316071348775,7.16520324599835,7.01072904679681e-12,2.11327183493634e-10,16.4512621627806
"TTC6",2.71457644844582,-3.11507519740674,7.16230927605531,7.13681038097982e-12,2.14318952343108e-10,16.4338847223456
"CELF4",2.03864823989928,-3.07849378089215,7.15645278372108,7.39883311300617e-12,2.20804030784657e-10,16.3987329165453
"AL132857.1",2.69889143219184,-1.24383820787545,7.14896748966144,7.74756466141414e-12,2.30065228681696e-10,16.3538334204314
"DELEC1",-2.28439674145862,-0.306322072028894,-7.11833785332586,9.35125930031466e-12,2.72951982792619e-10,16.1704419905528
"XKR5",2.21790041657655,-2.70571370248682,7.10516288473709,1.01378007227408e-11,2.94118954624408e-10,16.0917250048139
"NKX2-3",3.20427869772965,-2.51362105476799,7.09491912559932,1.07940550041799e-11,3.10899920817507e-10,16.03059067909
"FLRT3",-3.40292313772581,3.37891153308761,-7.08731594087967,1.13080264960108e-11,3.22986349166154e-10,15.9852545366964
"AL391560.2",2.60795563200028,-1.33433395502991,7.07907080735137,1.18926492662048e-11,3.38072890884142e-10,15.936128532065
"SHANK2",-2.6399026059911,3.2014265652368,-7.03759467233515,1.53160864747474e-11,4.26288845854641e-10,15.6896066622832
"AL135818.3",-2.32970453157391,-1.59067012390433,-7.03099235944036,1.59440203219559e-11,4.41203814082392e-10,15.6504571588144
"MUCL1",-3.5179723849892,-0.264756172103257,-7.02212734655009,1.68271742191615e-11,4.62589025438239e-10,15.5979307554444
"KRT16",-2.85071923844949,11.4702173087287,-7.00261358818886,1.89443625091251e-11,5.14719618105073e-10,15.482471539795
"AC010735.2",-2.16771067103419,-0.999948969534487,-7.00159185323155,1.90621671438075e-11,5.17333831748815e-10,15.4764322913646
"HTR7",-2.33368171772871,2.51162579463944,-6.99715679691424,1.95819372208596e-11,5.2964056835291e-10,15.4502247769643
"PAQR5",-2.11112645608175,3.1915982747206,-6.99059929064747,2.03761092094941e-11,5.48028149378582e-10,15.411496554448
"AC020907.1",2.75957858535387,-1.20292616213693,6.98363060470942,2.12548334147914e-11,5.6594536439118e-10,15.370367697515
"MMP13",-3.61931783981561,4.99880024796184,-6.96100736041277,2.43725868507486e-11,6.41124776390055e-10,15.2370439377977
"LINC02323",-2.08909894125116,0.221813782312513,-6.95577481524161,2.51554550768777e-11,6.60268702587401e-10,15.2062504853012
"AKNAD1",-2.21177303227055,-1.53226696183872,-6.95081054923265,2.59210381840978e-11,6.76900846667499e-10,15.1770508401623
"ANOS2P",3.00371676861224,-3.02732627876466,6.95075104256444,2.59303529144034e-11,6.76900846667499e-10,15.1767009125108
"PNLIPRP3",-4.27198866641067,0.68942676137838,-6.94693058814509,2.6535323877324e-11,6.89688179388495e-10,15.1542392077158
"LHX2",2.29370584007057,-0.305068904375711,6.943991161687,2.70102184587375e-11,7.00511769637646e-10,15.1369632463641
"GPR158",-2.92426382650082,0.887526566283143,-6.93937557013538,2.77728430359516e-11,7.18734784571862e-10,15.1098462640696
"NGF",-2.29020552757211,0.0454638743188759,-6.9275507230785,2.98246536723765e-11,7.66864807515911e-10,15.0404320333537
"FAM83E",2.21276221212973,2.3562984471842,6.91836984114897,3.15198978992038e-11,8.05269545049596e-10,14.9865957446446
"AL136982.5",-2.79930209197665,-1.67480634041621,-6.90774468507676,3.36004136897711e-11,8.54777403037871e-10,14.9243529578551
"ABCA3",2.11647738662942,2.61865661542792,6.89220802709126,3.68879983787668e-11,9.3148998224317e-10,14.8334595464432
"APCDD1L",-2.36057397482374,1.91328613273814,-6.89114187414976,3.71248585356524e-11,9.35989313147702e-10,14.8272275667999
"SPRR5",-3.05562391014775,-1.29756572990954,-6.88806722076527,3.78163453512551e-11,9.51923214283064e-10,14.8092591136359
"CARD18",-3.19980047512342,-0.75108674060084,-6.88412993188126,3.872036558814e-11,9.71617634507003e-10,14.786257625601
"NR3C2",2.02845337957741,0.0827646231007763,6.88067074642058,3.95321325504843e-11,9.88881027598963e-10,14.7660568553486
"INSM1",2.29245779695897,-3.02499885196834,6.87434147210862,4.10609918797641e-11,1.02498500979861e-09,14.7291140417836
"CALB2",-2.50973820653368,1.8822381777692,-6.87416399898108,4.11046890089533e-11,1.02500808263325e-09,14.7280785096334
"AC010343.3",-2.80525313534216,-1.48237610228147,-6.85937025230667,4.49126499927463e-11,1.11648002533835e-09,14.6418253818781
"HPDL",2.00881406510663,0.652897834906555,6.85621448092579,4.57687841604896e-11,1.13540698097513e-09,14.6234430459235
"IGFL3",-3.31976835875677,-1.3233778229446,-6.84535110010497,4.88404804280769e-11,1.20785683485907e-09,14.5602097412959
"WFDC12",-3.92628828042704,0.525539670346685,-6.84356523676694,4.93644910469369e-11,1.21955738499876e-09,14.54982142645
"C5orf66-AS1",2.70858808732266,-0.50760916646121,6.83915785453386,5.06814903641933e-11,1.24567306162824e-09,14.524192030623
"CT62",-2.56087243080897,-2.42279524125121,-6.83507247456335,5.19330997455002e-11,1.27382272497561e-09,14.5004455631033
"RNASE7",-2.81882102862422,3.34628780917367,-6.83190920413434,5.29230446595792e-11,1.2941304512471e-09,14.4820658121954
"ADAM28",2.01140806043135,2.34639121453742,6.82843228171437,5.40325631698248e-11,1.3144724695073e-09,14.4618705910222
"GJB2",-2.1899164495073,9.28956497197452,-6.81668091657151,5.79545283994217e-11,1.39861260681142e-09,14.3936684278292
"IGFL1",-3.50063671751517,2.38794130436026,-6.80397424481029,6.25105453934775e-11,1.50100471924779e-09,14.3200158128257
"AL023754.1",-2.00294606022722,-1.94827761636371,-6.79922513242662,6.43022659294924e-11,1.53786377318798e-09,14.292513272962
"AC016705.2",3.0051320490106,-2.8972995717469,6.79536595719777,6.57953443915665e-11,1.56575931777507e-09,14.2701745042465
"RPE65",-3.79937999828439,-0.730773510922364,-6.79359562469502,6.64916248860393e-11,1.57919256567794e-09,14.259929986145
"LINP1",-2.56490475954742,-0.101414726676428,-6.76877360092486,7.70519284141798e-11,1.81560709195418e-09,14.1164908568985
"IRX2",-2.15488062819476,3.37841275612098,-6.76629537173276,7.81927001728996e-11,1.83424949505278e-09,14.1021904699177
"UNC93A",-2.80657782363033,-0.455776864603285,-6.76263584827536,7.99076658235545e-11,1.86638138771507e-09,14.0810803741056
"RNF165",2.08340780899191,1.47337354688065,6.75899961242415,8.1648328347759e-11,1.90147768758571e-09,14.0601126937938
"TBL1Y",2.71663208003717,-3.68932438411571,6.7477829499247,8.72559300911265e-11,2.01834083851714e-09,13.9954846748976
"KRT17P3",-2.83710576828562,1.65272084527745,-6.74447060390788,8.89831169609458e-11,2.05630801817947e-09,13.9764143265367
"LHX1",-3.22387581425062,-0.633005716239416,-6.72239970560098,1.01381067748966e-10,2.31160409851211e-09,13.849515585583
"NPHS1",2.15070681940474,-3.85833639657237,6.71081322558598,1.08553854533309e-10,2.4581985138896e-09,13.7830174139966
"IRX6",2.99099798387739,-1.04082874206226,6.68417219739853,1.26991879483681e-10,2.81780870365458e-09,13.630429544659
"SLC15A1",-2.57064876012808,1.19087657734226,-6.67389067697185,1.34902511536085e-10,2.9767990667134e-09,13.5716584416655
"LIPK",-2.80141351146275,-0.677889038836542,-6.66839850908248,1.39324583227222e-10,3.05748563411828e-09,13.5402908947317
"OCA2",2.85937043176164,-1.48614591053813,6.66648032795581,1.40902337042215e-10,3.08363799532388e-09,13.5293399293299
"DKK1",-2.88759991892423,2.49862263752956,-6.65922263506792,1.47032429376281e-10,3.20025898053879e-09,13.4879260675623
"TM4SF19",-2.10087044190042,0.0831375089993689,-6.65590655421036,1.49919797514997e-10,3.25908821324618e-09,13.4690146767117
"GOLT1A",2.26934805031194,-3.29014452134755,6.64706865143746,1.57889960956451e-10,3.41486915555992e-09,13.418645926374
"AC114296.1",-2.23958230727951,-1.73995306062806,-6.64495599337364,1.59855997334774e-10,3.45427332743961e-09,13.4066126805741
"FAM25A",-2.23761800580431,-3.05738077323747,-6.6440205867186,1.60734148262017e-10,3.46850535408498e-09,13.4012856885752
"PICSAR",-3.08198895485498,-0.055667351012803,-6.64394629031136,1.60804099832599e-10,3.46850535408498e-09,13.4008626056003
"FOXA1",2.9596069517977,1.97339697160028,6.63443208603832,1.70013493813526e-10,3.65399404999762e-09,13.3467119752188
"IRX4",-2.611307362834,3.3287897475415,-6.63087375633991,1.7358931845153e-10,3.72083580265874e-09,13.3264739661022
"LYPD6",2.30338178859851,0.666216129230352,6.62858620160356,1.75927026267491e-10,3.75750022947785e-09,13.3134676427896
"AC112206.3",-2.58096005061766,-2.30186017148787,-6.62556179342462,1.79065267818143e-10,3.81432895821688e-09,13.2962767881854
"VCAM1",2.17406203392811,3.9506034418096,6.62092771846674,1.8398072917651e-10,3.90169397697866e-09,13.2699475479818
"SYT12",-2.03410444746949,2.3489844150997,-6.61728213906754,1.87940599650351e-10,3.97862944348145e-09,13.2492439842513
"IL1F10",-2.69299522252333,-1.82361681884062,-6.61289828334181,1.92813368435222e-10,4.05669847338161e-09,13.2243586304598
"SALL3",3.32276744590831,-3.44981452032218,6.60474157221679,2.02212207787766e-10,4.22845841834732e-09,13.1780881534607
"NPPC",2.80285328430466,-2.58851093358705,6.60244650864683,2.04936925761372e-10,4.27424585634944e-09,13.1650764439282
"APCDD1L-DT",-2.50904947364681,0.172720712872427,-6.5942536595412,2.14960868933418e-10,4.45616112726681e-09,13.118654415041
"AC010595.1",-2.64843416757881,-2.37915052275085,-6.57336469743539,2.42748761323491e-10,4.96774664078237e-09,13.0004837461917
"PAEP",-2.80415062696671,-0.96490155119056,-6.55794424205695,2.65496434407036e-10,5.37361195450187e-09,12.9134240274207
"ADAMTS15",-2.15657089179255,3.30498212246171,-6.54975756147868,2.78410663597998e-10,5.57951245092853e-09,12.8672648205396
"AL359771.1",-2.32094224401161,-1.44501774574694,-6.53853652641705,2.97118355086861e-10,5.92358091622424e-09,12.8040652915378
"RNF150",2.02921752714438,1.776141700911,6.52658037526535,3.18409893002527e-10,6.30609477348145e-09,12.7368125393195
"LMX1B",-2.59007158529345,0.644077065556739,-6.50678876295835,3.56991439104025e-10,7.02376259990875e-09,12.6256836570808
"SLC6A2",-2.71504161736053,1.27801855369793,-6.48851399792936,3.96669957809349e-10,7.75350641838764e-09,12.5232914549008
"AC010327.4",-2.38748222003156,-3.07823321861692,-6.48445455389602,4.06054738461364e-10,7.91757180837113e-09,12.5005753641937
"AC027329.1",-2.24816147980214,-1.3445232353663,-6.46470493105501,4.54912671541646e-10,8.74220309608982e-09,12.3902082447145
"LCE3E",-3.72319524718001,1.72093146852097,-6.46380704225466,4.57265965005417e-10,8.76449358018145e-09,12.3851964423872
"NOS2",2.48041001741479,0.151023057054357,6.46380178630238,4.57279775535229e-10,8.76449358018145e-09,12.385167106416
"LINC01322",-2.88395186545779,0.864581098367928,-6.45250256648637,4.87935817000949e-10,9.28744552709353e-09,12.322141379597
"LIPN",-2.50526742814926,-1.22917980732598,-6.44819515780664,5.00145665354035e-10,9.47469622493605e-09,12.2981365386907
"KANK4",-2.72679141381341,1.84689436901565,-6.4230513635694,5.77635175608917e-10,1.07723341231845e-08,12.1582481673376
"RHOXF1-AS1",2.4498859414214,-2.04684761771853,6.41883677584227,5.91728829844725e-10,1.10009229467797e-08,12.1348396505736
"C11orf87",-2.97312424224476,-2.25216832718339,-6.40984449336036,6.22936306182949e-10,1.1534776040248e-08,12.0849329948488
"AL390755.2",2.67641158806044,-2.93669310819305,6.40959053134739,6.23840718443651e-10,1.1535276988259e-08,12.0835242713115
"KRT6B",-2.6020913611609,10.5216463765441,-6.40167797318148,6.52673342011893e-10,1.20220322582421e-08,12.0396541150257
"MT1E",-2.06172398077913,4.77817872242843,-6.40062261063242,6.56616453390656e-10,1.20668379517283e-08,12.0338058249879
"PAX1",3.09553263175573,-1.10907762003241,6.40003470757033,6.58823137319647e-10,1.20888496651823e-08,12.0305482705691
"GPR1",-2.08401709767369,2.06417175656005,-6.39871118625078,6.6381760633231e-10,1.21618693563819e-08,12.0232154866706
"PRSS12",2.07953901916301,2.44084983842583,6.39385603959367,6.82459102924021e-10,1.24865046293829e-08,11.9963258450579
"SPTLC3",-2.26406724639212,3.01358136487349,-6.39353548432095,6.83707795274639e-10,1.24945643276956e-08,11.9945510205071
"TMSB4Y",2.4488800754248,-3.17008610993176,6.37579456643832,7.56423425375785e-10,1.36910354725871e-08,11.8964273917183
"TMPRSS2",3.24835177890581,1.4223636089721,6.35393101444198,8.56528763591012e-10,1.53292421887192e-08,11.775780239774
"LINC01980",-3.29420250525028,-0.476362043777001,-6.35095856085595,8.71104646087196e-10,1.55784714468907e-08,11.7594014723594
"RNF128",-2.34356918072449,2.721231732537,-6.34612240252611,8.95340843376176e-10,1.59880387262792e-08,11.7327655313754
"AL049775.1",-2.1093357038703,-0.915000760831328,-6.33911440224516,9.31638350450329e-10,1.65990940001425e-08,11.6941946084887
"GNGT1",-2.34042471639617,0.322206271643133,-6.32507376541389,1.008754779561e-09,1.78404424630258e-08,11.6170126888908
"LINC00504",-2.55306336236753,-0.341793764597683,-6.3237018335912,1.0166173100648e-09,1.79662368867204e-08,11.6094779681664
"CD19",2.27714330455493,-0.874659897413215,6.32041185012463,1.03571777518266e-09,1.82231576831697e-08,11.5914141747768
"TMPRSS3",2.03793637117473,-0.0374115553590413,6.31213042432483,1.08536768711128e-09,1.90203349225727e-08,11.5459757039118
"SUN3",-2.27320296278417,-2.23548761948431,-6.30857598881667,1.10738649490991e-09,1.92719026608722e-08,11.5264868909779
"AC011297.1",3.01812918743929,-3.32718167017484,6.30126219711932,1.15407985579207e-09,1.99865576527711e-08,11.4864114874067
"LCE1F",-2.90065306507671,-1.78682960284525,-6.30088724735043,1.15652495242276e-09,2.00108043031474e-08,11.4843579126568
"CDH8",-2.44780466102718,-0.020126798721077,-6.28221476200335,1.28493057204102e-09,2.19943401631365e-08,11.3822055667397
"AKR1B10",-2.74254112028577,6.28606755749657,-6.27797613314046,1.31596929005514e-09,2.24295078711816e-08,11.3590487206982
"KRT1",-4.60019001206995,5.73112704887498,-6.27658914725047,1.32628460127134e-09,2.2589256705662e-08,11.3514737602533
"KLK11",-2.49220970100104,5.30592962808318,-6.27296581150617,1.35360747111934e-09,2.30218945620325e-08,11.3316909924266
"CCDC60",2.62463251719369,-3.36120901646078,6.26926284142862,1.38210062480552e-09,2.34565576294898e-08,11.3114822791754
"AC106798.1",-2.20754637531198,-2.70002426787514,-6.2537009076386,1.50840699163103e-09,2.54559613714409e-08,11.2266518906629
"LCE3D",-3.68492153166548,3.35014528712919,-6.24875073078526,1.55090584127336e-09,2.61179954885979e-08,11.1997009191253
"AL079303.1",2.33667047649039,-1.69451763042895,6.24435366279155,1.58963843893325e-09,2.66952316402218e-08,11.17577476036
"LY6G6C",-2.81328602217948,2.58648341271542,-6.2435954399535,1.59641255342636e-09,2.67628985125344e-08,11.1716502536281
"KRT16P6",-3.10195858958308,3.16204521002796,-6.2406545241012,1.62295591407564e-09,2.71406249301526e-08,11.1556561067176
"CECR7",2.10020628553529,0.391826195916175,6.23999641609017,1.62895464020449e-09,2.7202974911401e-08,11.1520777670352
"CHRNA9",-2.47685901211169,-1.4656337480556,-6.23489536455494,1.67619387299957e-09,2.79020413738643e-08,11.1243513707238
"BBOX1",-2.04126843167259,1.69911844655603,-6.22178864366897,1.80381165495991e-09,2.97089639171542e-08,11.0531889570328
"CRCT1",-3.4846808151395,2.92438907050675,-6.21194850739118,1.9058322162305e-09,3.11962863591173e-08,10.9998364338384
"OR2I1P",2.45512574257155,2.88278581679978,6.2085490789765,1.94237373388086e-09,3.17294097878125e-08,10.9814197604227
"PI3",-3.14676260521903,8.50821016707812,-6.20581644148721,1.97224448272635e-09,3.21734967896898e-08,10.9666209891246
"GABRA3",-2.27632804997252,1.355248155351,-6.20092519772151,2.0268386595318e-09,3.2929601109844e-08,10.9401444152595
"PCDHGB1",-2.32706118303771,-0.699841358435996,-6.19286951909958,2.11999599535312e-09,3.42342210462548e-08,10.8965729111442
"ACP7",-2.4701577108289,1.27681235499584,-6.1833084938863,2.23601322599148e-09,3.58420207007759e-08,10.8449147960388
"DSCAM",-2.84778544601571,-1.26743567793351,-6.17813743980225,2.30132845496625e-09,3.67867508943663e-08,10.8170007733992
"RNF222",-2.66863475439088,0.888318579256087,-6.17792761075304,2.3040178657844e-09,3.67867508943663e-08,10.8158684615345
"MFSD4A",2.32523684924773,0.963815823535875,6.17757713281815,2.3085168602646e-09,3.68072508578714e-08,10.8139772232977
"AC010677.1",-3.00406589096038,-0.391944183194401,-6.1447404469646,2.77049257390367e-09,4.3534639524834e-08,10.6371451933588
"SPRR2B",-3.76195660046036,2.37938163356682,-6.14462700099482,2.77223585022937e-09,4.3534639524834e-08,10.6365355020716
"LINC01998",-2.28412388581668,-3.18642199546382,-6.14162807373542,2.81871051910707e-09,4.4177618626476e-08,10.6204214991741
"KRT16P5",-2.36785210271587,-0.168932749860855,-6.11521763966314,3.2623322688664e-09,5.03079346789668e-08,10.4787693825928
"RANBP3L",2.09091445054854,-3.24723780521577,6.10788345896445,3.39720103213157e-09,5.20195051335469e-08,10.4395148799437
"KLK14",-3.29753088723354,1.69057713041737,-6.09583399529421,3.63071690909144e-09,5.51371989920578e-08,10.3751007479149
"LINC00460",-2.32182514267013,-0.606454799798162,-6.09487051340382,3.65005305452298e-09,5.5395738694483e-08,10.3699543393343
"FAM25C",-2.24030386761772,-3.5369661730305,-6.08962557060269,3.75709476922512e-09,5.68044284225305e-08,10.3419495094017
"LNCAROD",-2.17346536386112,-0.385520727280959,-6.07901249109775,3.9831736169754e-09,5.98075016022546e-08,10.285338286577
"DBX2",2.13072597544726,-4.28950979789776,6.06490814373314,4.30432625641821e-09,6.39881354893338e-08,10.2102208948986
"LINC00911",-2.10413276925053,-3.40965939598378,-6.05649407002235,4.50783604586789e-09,6.66825821007272e-08,10.165472409443
"PTN",2.28658829779229,2.81316150326572,6.05207969258447,4.6183406625564e-09,6.81070250076932e-08,10.1420144589182
"LHX5",-2.35355702095649,-0.15081183549544,-6.03905716568416,4.96000103708448e-09,7.24323368998735e-08,10.07288913072
"SLITRK6",-2.66536141524844,3.11197484637482,-6.03735700935001,5.0063923278987e-09,7.30652775552768e-08,10.0638728815432
"IL36RN",-2.6680914415267,4.85379307876191,-6.03457248402024,5.08329065836895e-09,7.39623420383445e-08,10.0491102181458
"GAST",-2.36058423537375,-0.611680913672077,-6.03319262896399,5.12182412467741e-09,7.44777872110252e-08,10.0417966001698
"FCER2",2.022727186482,-2.89932872690385,6.03205153875594,5.15390562771625e-09,7.48534511894498e-08,10.0357494703844
"ASPRV1",-2.78540003741786,2.94951853139692,-6.03172527199035,5.16311462713272e-09,7.49417800875885e-08,10.0340206029642
"LINC02178",-2.22366694947983,-1.00747190712224,-6.02132078031529,5.46537586670833e-09,7.88040115943433e-08,9.97892542594619
"IVL",-2.46165914769636,6.99157943508919,-6.01864557192514,5.54584938621347e-09,7.97244959155487e-08,9.96477110978128
"CR2",2.62610249450159,-2.04179699675031,6.01813428493728,5.56136089633157e-09,7.98995518703176e-08,9.96206647976922
"LINC01285",-2.30458065399628,-0.987014361153773,-6.01268834419732,5.72923646455566e-09,8.2114487222854e-08,9.93326922268306
"AC006262.2",-2.15630123041708,-2.75290170960176,-6.00591961212386,5.94480774393498e-09,8.47479909432825e-08,9.89750514541109
"IGLV4-3",2.04235382235991,-4.1232866919026,5.98021262977163,6.83819319866927e-09,9.6337720054621e-08,9.76195872954581
"KLK13",-3.24218350679664,4.64386582980877,-5.97853689906361,6.90078274456342e-09,9.69914121353183e-08,9.75313855032547
"FCRL1",2.09022061977947,-3.28003561554258,5.96303538260815,7.50697294272904e-09,1.0453056339312e-07,9.67163684450002
"AKR1B15",-2.13038860544901,3.10060869280228,-5.95258681541476,7.94462117165385e-09,1.10049076160412e-07,9.61679384088082
"IGSF1",-2.03200742865839,-0.352895190327076,-5.94976330590123,8.06710531283457e-09,1.11487953700558e-07,9.60198638398435
"IL24",-2.59167853226655,1.73514365750034,-5.93557158405436,8.71124741488634e-09,1.19052356832289e-07,9.52764224409902
"IGFL2-AS1",-2.72266535210087,0.907431619541648,-5.92553309266457,9.19696340283463e-09,1.25296208633047e-07,9.47513787057722
"LCAL1",-2.52622558819478,1.07162591102529,-5.91445909057385,9.76350425970979e-09,1.32187918689088e-07,9.41729719852239
"SLURP1",-3.22789041020154,2.16236223440764,-5.89005109399358,1.11352976148601e-08,1.48412832059237e-07,9.29010761139424
"LAMA1",-2.20893136076222,2.79695839876621,-5.88498771240118,1.14426015932361e-08,1.51917177052803e-07,9.26377350810967
"POPDC3",-2.28931267979953,1.51218362583195,-5.8817345719398,1.16443948924109e-08,1.54425168346284e-07,9.24686354757167
"AC093895.1",-2.29131728588273,-0.499425608727653,-5.87100688479011,1.23347809118899e-08,1.62323278293536e-07,9.19115202829871
"KRT6C",-3.17262856517957,8.74003215059527,-5.86950762597429,1.24343967409352e-08,1.63454681020171e-07,9.18337230060574
"COL28A1",-2.60171141887931,-0.193554057129865,-5.84960462871165,1.38336623032327e-08,1.79485589298684e-07,9.08024108025065
