"gene","module"
"ENSG00000103044.11","yellow"
"ENSG00000187955.12","brown"
"ENSG00000142611.17","brown"
"ENSG00000228061.7","green"
"ENSG00000184774.10","grey"
"ENSG00000147697.9","yellow"
"ENSG00000214146.3","blue"
"ENSG00000258670.1","grey"
"ENSG00000256955.2","grey"
"ENSG00000157856.12","blue"
"ENSG00000228412.9","blue"
"ENSG00000286710.1","grey"
"ENSG00000275743.1","turquoise"
"ENSG00000251692.8","grey"
"ENSG00000280202.1","grey"
"ENSG00000274460.1","blue"
"ENSG00000055163.20","turquoise"
"ENSG00000223802.8","green"
"ENSG00000232456.1","grey"
"ENSG00000157423.18","blue"
"ENSG00000185477.5","turquoise"
"ENSG00000241158.7","brown"
"ENSG00000214121.4","grey"
"ENSG00000136931.10","grey"
"ENSG00000170745.12","yellow"
"ENSG00000183066.14","turquoise"
"ENSG00000254966.1","yellow"
"ENSG00000102096.9","turquoise"
"ENSG00000259471.1","grey"
"ENSG00000259807.2","brown"
"ENSG00000127863.16","brown"
"ENSG00000163618.18","brown"
"ENSG00000136167.15","turquoise"
"ENSG00000154188.10","brown"
"ENSG00000136114.17","yellow"
"ENSG00000123119.12","brown"
"ENSG00000261068.2","yellow"
"ENSG00000198515.16","yellow"
"ENSG00000162882.15","turquoise"
"ENSG00000058335.16","turquoise"
"ENSG00000240038.6","blue"
"ENSG00000253247.1","turquoise"
"ENSG00000287088.1","blue"
"ENSG00000287367.1","turquoise"
"ENSG00000249326.1","grey"
"ENSG00000083807.10","blue"
"ENSG00000281920.1","grey"
"ENSG00000260196.1","yellow"
"ENSG00000198892.7","green"
"ENSG00000177103.15","turquoise"
"ENSG00000173838.12","grey"
"ENSG00000249407.1","yellow"
"ENSG00000174944.9","turquoise"
"ENSG00000135077.9","turquoise"
"ENSG00000111331.13","blue"
"ENSG00000117016.10","yellow"
"ENSG00000196890.4","black"
"ENSG00000135917.16","turquoise"
"ENSG00000237609.1","grey"
"ENSG00000231123.1","brown"
"ENSG00000176049.16","turquoise"
"ENSG00000174669.12","blue"
"ENSG00000170356.9","grey"
"ENSG00000167306.20","blue"
"ENSG00000220008.3","turquoise"
"ENSG00000164287.13","blue"
"ENSG00000128422.17","yellow"
"ENSG00000225774.2","turquoise"
"ENSG00000169750.9","turquoise"
"ENSG00000103888.17","brown"
"ENSG00000166033.13","brown"
"ENSG00000254369.6","grey"
"ENSG00000100167.20","turquoise"
"ENSG00000111799.21","brown"
"ENSG00000205277.9","grey"
"ENSG00000232850.3","blue"
"ENSG00000164691.18","turquoise"
"ENSG00000138030.13","turquoise"
"ENSG00000228696.10","blue"
"ENSG00000144355.15","yellow"
"ENSG00000261159.1","blue"
"ENSG00000237624.1","grey"
"ENSG00000261572.1","brown"
"ENSG00000183801.8","brown"
"ENSG00000236017.8","blue"
"ENSG00000189423.13","grey"
"ENSG00000048052.22","green"
"ENSG00000178462.12","grey"
"ENSG00000136383.7","green"
"ENSG00000229676.3","grey"
"ENSG00000272235.1","brown"
"ENSG00000181754.7","turquoise"
"ENSG00000197301.7","brown"
"ENSG00000172818.10","yellow"
"ENSG00000115415.20","blue"
"ENSG00000010610.10","turquoise"
"ENSG00000158106.14","blue"
"ENSG00000008323.15","turquoise"
"ENSG00000151948.12","turquoise"
"ENSG00000270343.1","yellow"
"ENSG00000260542.1","green"
"ENSG00000274447.1","blue"
"ENSG00000198681.7","grey"
"ENSG00000205592.15","blue"
"ENSG00000255583.2","grey"
"ENSG00000288070.1","green"
"ENSG00000172201.12","brown"
"ENSG00000230490.3","grey"
"ENSG00000286615.1","turquoise"
"ENSG00000123338.13","turquoise"
"ENSG00000198857.3","brown"
"ENSG00000141665.13","yellow"
"ENSG00000073849.16","turquoise"
"ENSG00000109832.14","turquoise"
"ENSG00000189221.10","blue"
"ENSG00000225279.2","grey"
"ENSG00000004809.14","turquoise"
"ENSG00000108551.5","brown"
"ENSG00000112139.16","brown"
"ENSG00000276710.4","blue"
"ENSG00000215267.8","grey"
"ENSG00000127530.4","brown"
"ENSG00000100625.9","yellow"
"ENSG00000188906.16","turquoise"
"ENSG00000163347.6","grey"
"ENSG00000272849.1","blue"
"ENSG00000213412.3","grey"
"ENSG00000225269.3","turquoise"
"ENSG00000100197.22","blue"
"ENSG00000260719.1","turquoise"
"ENSG00000250486.5","brown"
"ENSG00000172955.17","yellow"
"ENSG00000259370.2","grey"
"ENSG00000267259.1","yellow"
"ENSG00000255182.2","blue"
"ENSG00000169548.3","grey"
"ENSG00000110148.10","blue"
"ENSG00000165633.13","brown"
"ENSG00000237372.4","turquoise"
"ENSG00000286248.1","turquoise"
"ENSG00000007174.18","blue"
"ENSG00000006747.15","turquoise"
"ENSG00000225138.8","turquoise"
"ENSG00000188681.11","grey"
"ENSG00000065325.13","grey"
"ENSG00000102174.9","grey"
"ENSG00000125657.5","grey"
"ENSG00000249626.1","blue"
"ENSG00000279400.1","grey"
"ENSG00000220267.1","grey"
"ENSG00000115526.11","brown"
"ENSG00000229604.2","grey"
"ENSG00000142233.14","blue"
"ENSG00000215912.12","blue"
"ENSG00000063438.19","grey"
"ENSG00000157368.11","turquoise"
"ENSG00000168077.14","blue"
"ENSG00000286646.1","turquoise"
"ENSG00000253746.1","yellow"
"ENSG00000163520.14","brown"
"ENSG00000229536.3","blue"
"ENSG00000117154.12","turquoise"
"ENSG00000269720.2","turquoise"
"ENSG00000180539.8","turquoise"
"ENSG00000265752.3","grey"
"ENSG00000150687.12","blue"
"ENSG00000224666.3","turquoise"
"ENSG00000223865.11","turquoise"
"ENSG00000142512.15","turquoise"
"ENSG00000286732.1","blue"
"ENSG00000105750.15","brown"
"ENSG00000177025.3","blue"
"ENSG00000287750.1","grey"
"ENSG00000239887.6","grey"
"ENSG00000197506.8","yellow"
"ENSG00000131471.7","brown"
"ENSG00000135373.13","blue"
"ENSG00000125823.12","blue"
"ENSG00000127561.15","turquoise"
"ENSG00000138646.9","blue"
"ENSG00000177409.12","blue"
"ENSG00000259705.1","brown"
"ENSG00000189431.8","blue"
"ENSG00000249695.6","grey"
"ENSG00000187116.14","turquoise"
"ENSG00000255893.1","grey"
"ENSG00000198521.12","turquoise"
"ENSG00000250786.2","grey"
"ENSG00000123870.10","turquoise"
"ENSG00000130508.11","brown"
"ENSG00000269514.3","blue"
"ENSG00000131409.13","turquoise"
"ENSG00000178033.6","brown"
"ENSG00000272482.1","turquoise"
"ENSG00000107742.13","turquoise"
"ENSG00000237380.7","grey"
"ENSG00000275302.2","turquoise"
"ENSG00000064042.18","green"
"ENSG00000154096.14","brown"
"ENSG00000150681.10","turquoise"
"ENSG00000259459.6","blue"
"ENSG00000258674.5","blue"
"ENSG00000008226.20","blue"
"ENSG00000021300.14","turquoise"
"ENSG00000170075.9","grey"
"ENSG00000275329.1","blue"
"ENSG00000286689.1","blue"
"ENSG00000185133.14","grey"
"ENSG00000205955.4","blue"
"ENSG00000261456.6","blue"
"ENSG00000188171.16","brown"
"ENSG00000228427.3","turquoise"
"ENSG00000231233.1","yellow"
"ENSG00000182487.12","turquoise"
"ENSG00000271930.1","grey"
"ENSG00000185634.12","brown"
"ENSG00000126217.21","blue"
"ENSG00000165695.10","yellow"
"ENSG00000261888.1","yellow"
"ENSG00000267058.1","brown"
"ENSG00000120949.15","turquoise"
"ENSG00000286122.1","turquoise"
"ENSG00000225872.4","blue"
"ENSG00000186510.12","blue"
"ENSG00000082684.16","brown"
"ENSG00000253293.5","yellow"
"ENSG00000286313.1","turquoise"
"ENSG00000262179.3","green"
"ENSG00000130038.10","grey"
"ENSG00000183807.8","brown"
"ENSG00000182366.10","turquoise"
"ENSG00000285427.1","blue"
"ENSG00000179934.7","turquoise"
"ENSG00000272695.2","grey"
"ENSG00000170891.11","brown"
"ENSG00000169896.18","turquoise"
"ENSG00000281392.2","brown"
"ENSG00000112799.9","turquoise"
"ENSG00000121316.11","yellow"
"ENSG00000266088.6","grey"
"ENSG00000175463.12","turquoise"
"ENSG00000139155.9","brown"
"ENSG00000066629.18","brown"
"ENSG00000285966.1","grey"
"ENSG00000259723.1","yellow"
"ENSG00000240225.10","brown"
"ENSG00000285933.1","yellow"
"ENSG00000248514.1","blue"
"ENSG00000170099.6","blue"
"ENSG00000280587.1","grey"
"ENSG00000188761.13","blue"
"ENSG00000149131.17","turquoise"
"ENSG00000169427.8","grey"
"ENSG00000117013.17","green"
"ENSG00000185519.9","turquoise"
"ENSG00000230731.3","green"
"ENSG00000225854.2","blue"
"ENSG00000260084.1","yellow"
"ENSG00000236671.9","grey"
"ENSG00000179820.16","brown"
"ENSG00000261587.2","grey"
"ENSG00000145506.14","brown"
"ENSG00000119411.11","blue"
"ENSG00000172901.20","grey"
"ENSG00000115596.4","grey"
"ENSG00000166086.13","brown"
"ENSG00000180178.11","grey"
"ENSG00000286868.1","grey"
"ENSG00000116254.18","blue"
"ENSG00000168421.13","turquoise"
"ENSG00000166866.13","turquoise"
"ENSG00000242574.9","turquoise"
"ENSG00000181652.19","yellow"
"ENSG00000135426.16","turquoise"
"ENSG00000104941.8","blue"
"ENSG00000121871.4","brown"
"ENSG00000204790.9","grey"
"ENSG00000260048.2","turquoise"
"ENSG00000261373.1","turquoise"
"ENSG00000149735.7","grey"
"ENSG00000182583.12","blue"
"ENSG00000257084.1","turquoise"
"ENSG00000174807.4","brown"
"ENSG00000023839.12","turquoise"
"ENSG00000226334.1","grey"
"ENSG00000163563.8","turquoise"
"ENSG00000101298.15","brown"
"ENSG00000166928.11","turquoise"
"ENSG00000251350.2","grey"
"ENSG00000233936.1","yellow"
"ENSG00000140945.17","brown"
"ENSG00000092421.17","turquoise"
"ENSG00000089041.17","turquoise"
"ENSG00000229205.5","grey"
"ENSG00000011201.12","brown"
"ENSG00000268416.1","blue"
"ENSG00000120280.6","turquoise"
"ENSG00000118094.12","grey"
"ENSG00000196132.14","grey"
"ENSG00000249022.2","grey"
"ENSG00000100628.12","grey"
"ENSG00000217801.10","grey"
"ENSG00000269388.1","grey"
"ENSG00000268442.1","brown"
"ENSG00000234593.3","grey"
"ENSG00000260572.1","blue"
"ENSG00000283930.1","blue"
"ENSG00000132554.20","brown"
"ENSG00000279296.1","blue"
"ENSG00000166816.15","blue"
"ENSG00000136872.20","turquoise"
"ENSG00000170786.12","yellow"
"ENSG00000168356.13","turquoise"
"ENSG00000220161.4","grey"
"ENSG00000102445.20","turquoise"
"ENSG00000101445.10","turquoise"
"ENSG00000102387.16","turquoise"
"ENSG00000131773.14","brown"
"ENSG00000234041.1","turquoise"
"ENSG00000285280.2","grey"
"ENSG00000256196.2","grey"
"ENSG00000226281.4","yellow"
"ENSG00000182175.14","blue"
"ENSG00000255438.2","blue"
"ENSG00000105088.8","brown"
"ENSG00000285373.2","green"
"ENSG00000161638.11","blue"
"ENSG00000119514.7","blue"
"ENSG00000282933.2","grey"
"ENSG00000227388.3","blue"
"ENSG00000186907.8","brown"
"ENSG00000286010.1","yellow"
"ENSG00000228510.2","grey"
"ENSG00000256771.4","turquoise"
"ENSG00000233435.2","yellow"
"ENSG00000277149.5","grey"
"ENSG00000184867.14","brown"
"ENSG00000154898.15","grey"
"ENSG00000163606.11","turquoise"
"ENSG00000180720.7","brown"
"ENSG00000174640.15","turquoise"
"ENSG00000227925.2","brown"
"ENSG00000054179.12","turquoise"
"ENSG00000173890.17","turquoise"
"ENSG00000248727.6","yellow"
"ENSG00000143869.7","turquoise"
"ENSG00000279656.1","grey"
"ENSG00000136943.11","yellow"
"ENSG00000147059.8","brown"
"ENSG00000150782.12","yellow"
"ENSG00000128482.16","brown"
"ENSG00000104808.8","grey"
"ENSG00000110811.20","brown"
"ENSG00000168646.13","brown"
"ENSG00000225101.6","turquoise"
"ENSG00000133317.16","turquoise"
"ENSG00000266256.3","yellow"
"ENSG00000198440.9","brown"
"ENSG00000146221.10","blue"
"ENSG00000143248.13","brown"
"ENSG00000265194.1","grey"
"ENSG00000274528.1","turquoise"
"ENSG00000230795.3","grey"
"ENSG00000270441.1","blue"
"ENSG00000010310.9","blue"
"ENSG00000124466.9","yellow"
"ENSG00000007264.15","turquoise"
"ENSG00000186976.15","blue"
"ENSG00000253972.6","blue"
"ENSG00000267523.1","blue"
"ENSG00000138449.11","turquoise"
"ENSG00000197291.9","turquoise"
"ENSG00000106066.15","turquoise"
"ENSG00000227825.4","turquoise"
"ENSG00000230479.1","green"
"ENSG00000135245.10","turquoise"
"ENSG00000132518.7","grey"
"ENSG00000245768.7","blue"
"ENSG00000140839.11","grey"
"ENSG00000197496.6","brown"
"ENSG00000100321.15","blue"
"ENSG00000108984.15","turquoise"
"ENSG00000196793.14","yellow"
"ENSG00000134830.6","turquoise"
"ENSG00000007312.13","turquoise"
"ENSG00000187372.11","grey"
"ENSG00000125409.13","brown"
"ENSG00000241549.8","blue"
"ENSG00000115232.14","turquoise"
"ENSG00000232063.2","brown"
"ENSG00000173110.8","grey"
"ENSG00000183695.3","yellow"
"ENSG00000153823.19","brown"
"ENSG00000277744.1","blue"
"ENSG00000104814.13","turquoise"
"ENSG00000154917.11","blue"
"ENSG00000286654.1","grey"
"ENSG00000225762.1","grey"
"ENSG00000136235.17","grey"
"ENSG00000180929.6","blue"
"ENSG00000282608.2","turquoise"
"ENSG00000244953.1","brown"
"ENSG00000218358.2","yellow"
"ENSG00000198883.12","grey"
"ENSG00000280890.1","grey"
"ENSG00000205189.12","brown"
"ENSG00000233143.2","green"
"ENSG00000163239.12","turquoise"
"ENSG00000074211.14","yellow"
"ENSG00000258708.1","blue"
"ENSG00000287024.1","grey"
"ENSG00000133466.14","brown"
"ENSG00000117009.12","turquoise"
"ENSG00000188051.7","blue"
"ENSG00000163792.6","blue"
"ENSG00000286285.1","turquoise"
"ENSG00000205361.8","blue"
"ENSG00000233930.4","blue"
"ENSG00000273445.1","turquoise"
"ENSG00000230918.2","grey"
"ENSG00000273172.1","turquoise"
"ENSG00000124557.12","turquoise"
"ENSG00000124575.7","black"
"ENSG00000225511.7","grey"
"ENSG00000232140.2","brown"
"ENSG00000181085.15","blue"
"ENSG00000163060.8","grey"
"ENSG00000231367.6","grey"
"ENSG00000232124.3","turquoise"
"ENSG00000184194.6","brown"
"ENSG00000285820.1","yellow"
"ENSG00000186628.12","green"
"ENSG00000147166.11","green"
"ENSG00000221923.9","brown"
"ENSG00000241288.8","grey"
"ENSG00000259518.2","grey"
"ENSG00000246084.5","turquoise"
"ENSG00000197272.2","turquoise"
"ENSG00000227210.2","yellow"
"ENSG00000251676.2","grey"
"ENSG00000224635.2","blue"
"ENSG00000286288.1","grey"
"ENSG00000169442.9","turquoise"
"ENSG00000168811.7","turquoise"
"ENSG00000248309.7","green"
"ENSG00000111913.20","turquoise"
"ENSG00000196604.13","grey"
"ENSG00000167207.14","yellow"
"ENSG00000182950.3","turquoise"
"ENSG00000223704.2","turquoise"
"ENSG00000128578.10","yellow"
"ENSG00000226808.3","brown"
"ENSG00000078114.19","blue"
"ENSG00000234261.4","grey"
"ENSG00000204876.4","grey"
"ENSG00000256673.1","blue"
"ENSG00000276241.1","grey"
"ENSG00000273989.1","turquoise"
"ENSG00000213303.3","grey"
"ENSG00000257556.2","turquoise"
"ENSG00000189433.7","turquoise"
"ENSG00000224287.2","grey"
"ENSG00000264769.1","blue"
"ENSG00000176912.5","turquoise"
"ENSG00000234997.2","grey"
"ENSG00000223511.7","turquoise"
"ENSG00000179761.12","brown"
"ENSG00000228189.5","grey"
"ENSG00000174844.14","blue"
"ENSG00000258733.6","blue"
"ENSG00000120645.12","brown"
"ENSG00000226026.6","brown"
"ENSG00000263080.1","yellow"
"ENSG00000063127.16","turquoise"
"ENSG00000169860.7","blue"
"ENSG00000276445.1","blue"
"ENSG00000286214.1","blue"
"ENSG00000069188.17","grey"
"ENSG00000260001.6","grey"
"ENSG00000136014.12","turquoise"
"ENSG00000279561.2","blue"
"ENSG00000259985.1","yellow"
"ENSG00000013725.14","turquoise"
"ENSG00000277758.5","turquoise"
"ENSG00000151090.20","grey"
"ENSG00000260810.1","yellow"
"ENSG00000244752.3","grey"
"ENSG00000185345.23","green"
"ENSG00000073146.16","brown"
"ENSG00000152582.14","brown"
"ENSG00000119283.15","brown"
"ENSG00000167554.15","brown"
"ENSG00000134716.11","grey"
"ENSG00000231407.6","brown"
"ENSG00000087589.16","turquoise"
"ENSG00000164669.13","grey"
"ENSG00000267565.1","turquoise"
"ENSG00000243491.1","turquoise"
"ENSG00000280157.1","blue"
"ENSG00000167772.12","turquoise"
"ENSG00000107859.10","green"
"ENSG00000270020.1","yellow"
"ENSG00000186973.11","grey"
"ENSG00000102878.17","blue"
"ENSG00000267751.5","blue"
"ENSG00000117600.12","brown"
"ENSG00000157927.17","brown"
"ENSG00000075826.17","blue"
"ENSG00000283445.1","blue"
"ENSG00000287879.1","grey"
"ENSG00000163040.15","yellow"
"ENSG00000204131.9","brown"
"ENSG00000162493.16","blue"
"ENSG00000267374.2","yellow"
"ENSG00000134207.17","green"
"ENSG00000279330.1","blue"
"ENSG00000160188.10","blue"
"ENSG00000105409.19","turquoise"
"ENSG00000080573.7","brown"
"ENSG00000274225.1","grey"
"ENSG00000273492.6","grey"
"ENSG00000250829.2","grey"
"ENSG00000227375.6","turquoise"
"ENSG00000136960.13","turquoise"
"ENSG00000188613.7","grey"
"ENSG00000167858.13","blue"
"ENSG00000133401.16","grey"
"ENSG00000170442.12","turquoise"
"ENSG00000142513.6","grey"
"ENSG00000265975.1","turquoise"
"ENSG00000178175.12","turquoise"
"ENSG00000105419.18","brown"
"ENSG00000168658.19","grey"
"ENSG00000214018.3","yellow"
"ENSG00000285667.1","blue"
"ENSG00000261996.1","turquoise"
"ENSG00000198838.14","grey"
"ENSG00000112981.5","grey"
"ENSG00000253309.6","grey"
"ENSG00000254419.1","blue"
"ENSG00000134160.14","blue"
"ENSG00000253339.2","blue"
"ENSG00000234869.1","turquoise"
"ENSG00000182557.8","turquoise"
"ENSG00000287721.1","turquoise"
"ENSG00000263711.6","grey"
"ENSG00000105278.12","turquoise"
"ENSG00000165084.16","brown"
"ENSG00000277639.2","blue"
"ENSG00000225840.2","grey"
"ENSG00000100079.7","turquoise"
"ENSG00000235885.8","grey"
"ENSG00000106133.18","blue"
"ENSG00000094796.5","grey"
"ENSG00000183032.12","blue"
"ENSG00000166450.13","brown"
"ENSG00000113924.12","blue"
"ENSG00000265485.7","green"
"ENSG00000131400.8","blue"
"ENSG00000198468.9","grey"
"ENSG00000065833.9","grey"
"ENSG00000260265.1","turquoise"
"ENSG00000197358.9","turquoise"
"ENSG00000286705.1","yellow"
"ENSG00000283031.2","blue"
"ENSG00000258471.2","blue"
"ENSG00000267570.1","grey"
"ENSG00000227051.7","brown"
"ENSG00000241057.2","blue"
"ENSG00000155970.12","brown"
"ENSG00000255310.2","turquoise"
"ENSG00000167766.18","grey"
"ENSG00000273403.1","brown"
"ENSG00000240065.8","blue"
"ENSG00000168918.14","turquoise"
"ENSG00000278493.1","grey"
"ENSG00000273108.1","yellow"
"ENSG00000180044.5","brown"
"ENSG00000258121.1","grey"
"ENSG00000108691.9","turquoise"
"ENSG00000013297.12","brown"
"ENSG00000286051.1","grey"
"ENSG00000127903.14","brown"
"ENSG00000262580.5","blue"
"ENSG00000278932.4","grey"
"ENSG00000187037.8","turquoise"
"ENSG00000230191.1","blue"
"ENSG00000150281.7","grey"
"ENSG00000114405.11","grey"
"ENSG00000109944.11","blue"
"ENSG00000271781.1","brown"
"ENSG00000284624.1","blue"
"ENSG00000273443.1","grey"
"ENSG00000278709.2","brown"
"ENSG00000157152.17","blue"
"ENSG00000113327.17","grey"
"ENSG00000236543.3","yellow"
"ENSG00000286449.1","brown"
"ENSG00000134755.17","yellow"
"ENSG00000260423.2","blue"
"ENSG00000077984.6","turquoise"
"ENSG00000158458.21","grey"
"ENSG00000180139.11","brown"
"ENSG00000272079.2","grey"
"ENSG00000205978.6","grey"
"ENSG00000241544.2","turquoise"
"ENSG00000173698.18","grey"
"ENSG00000261812.6","green"
"ENSG00000284707.2","blue"
"ENSG00000172638.13","brown"
"ENSG00000105352.10","turquoise"
"ENSG00000182010.11","turquoise"
"ENSG00000151704.16","grey"
"ENSG00000140955.11","blue"
"ENSG00000275191.1","grey"
"ENSG00000237813.4","turquoise"
"ENSG00000271303.2","grey"
"ENSG00000179031.8","grey"
"ENSG00000159625.15","blue"
"ENSG00000074966.11","turquoise"
"ENSG00000179284.5","blue"
"ENSG00000268062.1","turquoise"
"ENSG00000203326.12","grey"
"ENSG00000260941.1","brown"
"ENSG00000158427.15","yellow"
"ENSG00000165646.14","turquoise"
"ENSG00000152953.13","brown"
"ENSG00000242899.1","grey"
"ENSG00000255240.6","turquoise"
"ENSG00000229757.2","grey"
"ENSG00000177627.11","grey"
"ENSG00000214282.3","yellow"
"ENSG00000082556.14","blue"
"ENSG00000233725.7","blue"
"ENSG00000271620.1","turquoise"
"ENSG00000285681.2","green"
"ENSG00000184344.4","turquoise"
"ENSG00000171044.11","grey"
"ENSG00000158406.5","black"
"ENSG00000086288.12","turquoise"
"ENSG00000141854.9","blue"
"ENSG00000243970.3","blue"
"ENSG00000158578.21","grey"
"ENSG00000043143.20","grey"
"ENSG00000202058.1","blue"
"ENSG00000155465.20","turquoise"
"ENSG00000156486.8","green"
"ENSG00000186074.19","turquoise"
"ENSG00000132970.14","grey"
"ENSG00000141968.8","turquoise"
"ENSG00000236391.3","grey"
"ENSG00000166770.11","turquoise"
"ENSG00000277883.1","turquoise"
"ENSG00000235440.1","blue"
"ENSG00000287569.1","blue"
"ENSG00000226237.2","turquoise"
"ENSG00000227039.6","turquoise"
"ENSG00000236790.6","turquoise"
"ENSG00000115423.19","blue"
"ENSG00000264808.1","grey"
"ENSG00000124191.18","grey"
"ENSG00000197721.17","turquoise"
"ENSG00000124406.16","turquoise"
"ENSG00000060566.14","turquoise"
"ENSG00000078401.7","grey"
"ENSG00000282572.2","blue"
"ENSG00000187210.14","grey"
"ENSG00000174945.13","green"
"ENSG00000226330.1","blue"
"ENSG00000284428.1","turquoise"
"ENSG00000118898.16","yellow"
"ENSG00000287735.1","blue"
"ENSG00000145198.14","blue"
"ENSG00000283907.1","grey"
"ENSG00000179406.8","grey"
"ENSG00000248858.7","grey"
"ENSG00000253256.1","grey"
"ENSG00000228399.1","grey"
"ENSG00000100055.21","turquoise"
"ENSG00000171873.8","brown"
"ENSG00000173530.6","grey"
"ENSG00000135074.16","turquoise"
"ENSG00000241163.8","turquoise"
"ENSG00000243415.2","grey"
"ENSG00000224409.1","turquoise"
"ENSG00000204882.4","turquoise"
"ENSG00000249978.1","turquoise"
"ENSG00000124092.12","blue"
"ENSG00000234695.1","grey"
"ENSG00000173988.13","turquoise"
"ENSG00000021355.13","yellow"
"ENSG00000134775.15","brown"
"ENSG00000240291.1","blue"
"ENSG00000113070.8","yellow"
"ENSG00000183696.14","yellow"
"ENSG00000204103.4","yellow"
"ENSG00000167850.4","turquoise"
"ENSG00000147378.11","turquoise"
"ENSG00000277734.8","turquoise"
"ENSG00000268182.6","grey"
"ENSG00000116544.12","grey"
"ENSG00000261559.1","turquoise"
"ENSG00000236451.3","grey"
"ENSG00000166035.11","brown"
"ENSG00000188002.10","grey"
"ENSG00000131095.13","grey"
"ENSG00000224020.1","grey"
"ENSG00000197249.14","turquoise"
"ENSG00000185674.9","blue"
"ENSG00000132561.14","grey"
"ENSG00000214553.10","turquoise"
"ENSG00000108370.17","yellow"
"ENSG00000137709.10","yellow"
"ENSG00000231645.3","yellow"
"ENSG00000120149.9","brown"
"ENSG00000007129.18","turquoise"
"ENSG00000241644.2","turquoise"
"ENSG00000276923.1","turquoise"
"ENSG00000248429.5","brown"
"ENSG00000076555.15","turquoise"
"ENSG00000100558.9","blue"
"ENSG00000113262.16","blue"
"ENSG00000270557.1","blue"
"ENSG00000143195.13","brown"
"ENSG00000134242.16","turquoise"
"ENSG00000181007.9","brown"
"ENSG00000090534.20","brown"
"ENSG00000283199.3","brown"
"ENSG00000253368.4","turquoise"
"ENSG00000114646.10","grey"
"ENSG00000116157.6","brown"
"ENSG00000178531.6","turquoise"
"ENSG00000275160.1","grey"
"ENSG00000125462.19","blue"
"ENSG00000270659.1","blue"
"ENSG00000104419.17","turquoise"
"ENSG00000228288.7","turquoise"
"ENSG00000233974.3","blue"
"ENSG00000224728.1","yellow"
"ENSG00000162576.17","brown"
"ENSG00000111728.10","brown"
"ENSG00000266995.1","brown"
"ENSG00000259342.1","turquoise"
"ENSG00000275410.5","grey"
"ENSG00000254016.3","blue"
"ENSG00000241220.1","grey"
"ENSG00000205622.11","grey"
"ENSG00000187595.16","yellow"
"ENSG00000242048.3","turquoise"
"ENSG00000119608.14","turquoise"
"ENSG00000261326.4","blue"
"ENSG00000104918.8","brown"
"ENSG00000149090.12","brown"
"ENSG00000258727.1","blue"
"ENSG00000280011.1","blue"
"ENSG00000091844.8","brown"
"ENSG00000163406.11","blue"
"ENSG00000115507.10","turquoise"
"ENSG00000172361.6","blue"
"ENSG00000147576.17","blue"
"ENSG00000167414.4","turquoise"
"ENSG00000232759.1","grey"
"ENSG00000120498.14","turquoise"
"ENSG00000105851.11","turquoise"
"ENSG00000217275.2","black"
"ENSG00000079101.16","yellow"
"ENSG00000187013.4","blue"
"ENSG00000284977.2","turquoise"
"ENSG00000237529.2","grey"
"ENSG00000184357.5","black"
"ENSG00000118997.14","blue"
"ENSG00000260078.3","grey"
"ENSG00000183150.8","yellow"
"ENSG00000284633.1","green"
"ENSG00000197050.11","turquoise"
"ENSG00000234176.1","grey"
"ENSG00000227719.1","turquoise"
"ENSG00000268970.1","turquoise"
"ENSG00000111058.8","brown"
"ENSG00000234707.3","turquoise"
"ENSG00000255120.5","yellow"
"ENSG00000279672.1","grey"
"ENSG00000136859.10","brown"
"ENSG00000174939.11","grey"
"ENSG00000244682.7","turquoise"
"ENSG00000142910.16","grey"
"ENSG00000172349.17","turquoise"
"ENSG00000287080.2","black"
"ENSG00000244723.3","blue"
"ENSG00000229666.1","green"
"ENSG00000069696.7","brown"
"ENSG00000176907.5","turquoise"
"ENSG00000137267.6","yellow"
"ENSG00000109107.14","grey"
"ENSG00000232354.8","grey"
"ENSG00000078596.11","turquoise"
"ENSG00000204950.4","brown"
"ENSG00000223715.3","grey"
"ENSG00000283297.2","blue"
"ENSG00000239830.1","grey"
"ENSG00000103740.10","yellow"
"ENSG00000213658.12","blue"
"ENSG00000273143.2","grey"
"ENSG00000196169.15","turquoise"
"ENSG00000142606.16","blue"
"ENSG00000227053.1","grey"
"ENSG00000280537.2","blue"
"ENSG00000147485.13","brown"
"ENSG00000160886.13","turquoise"
"ENSG00000259786.7","blue"
"ENSG00000107201.10","blue"
"ENSG00000153060.8","yellow"
"ENSG00000279459.1","grey"
"ENSG00000088538.13","grey"
"ENSG00000138316.11","brown"
"ENSG00000163016.10","turquoise"
"ENSG00000237484.6","turquoise"
"ENSG00000188242.4","blue"
"ENSG00000238164.6","turquoise"
"ENSG00000265939.1","yellow"
"ENSG00000101194.18","turquoise"
"ENSG00000204482.11","turquoise"
"ENSG00000274471.2","blue"
"ENSG00000088881.21","brown"
"ENSG00000249167.2","yellow"
"ENSG00000092068.20","turquoise"
"ENSG00000110077.14","turquoise"
"ENSG00000167654.18","blue"
"ENSG00000177133.11","brown"
"ENSG00000231648.2","turquoise"
"ENSG00000115165.10","turquoise"
"ENSG00000278389.1","yellow"
"ENSG00000243368.2","blue"
"ENSG00000077943.8","brown"
"ENSG00000258793.1","turquoise"
"ENSG00000243811.11","turquoise"
"ENSG00000274373.1","grey"
"ENSG00000171659.15","turquoise"
"ENSG00000261655.1","grey"
"ENSG00000274565.1","brown"
"ENSG00000162069.16","yellow"
"ENSG00000163106.11","turquoise"
"ENSG00000111199.12","blue"
