"gene","module"
"ENSG00000226465.3","grey"
"ENSG00000144644.14","green"
"ENSG00000261613.2","grey"
"ENSG00000163220.11","yellow"
"ENSG00000182674.6","yellow"
"ENSG00000133328.4","grey"
"ENSG00000283486.2","grey"
"ENSG00000186442.7","yellow"
"ENSG00000266729.5","blue"
"ENSG00000100678.19","green"
"ENSG00000163499.12","grey"
"ENSG00000115290.10","green"
"ENSG00000151012.13","turquoise"
"ENSG00000256268.2","turquoise"
"ENSG00000129596.5","brown"
"ENSG00000146453.13","blue"
"ENSG00000180730.5","brown"
"ENSG00000225670.4","turquoise"
"ENSG00000255974.8","blue"
"ENSG00000129221.16","grey"
"ENSG00000186462.9","grey"
"ENSG00000131951.11","blue"
"ENSG00000130413.15","blue"
"ENSG00000204335.4","turquoise"
"ENSG00000236044.1","yellow"
"ENSG00000136244.12","turquoise"
"ENSG00000022267.19","green"
"ENSG00000168542.16","brown"
"ENSG00000078898.7","blue"
"ENSG00000198691.13","grey"
"ENSG00000156219.17","green"
"ENSG00000125878.6","blue"
"ENSG00000152932.8","turquoise"
"ENSG00000130513.6","yellow"
"ENSG00000285715.1","blue"
"ENSG00000109819.9","green"
"ENSG00000260230.5","blue"
"ENSG00000228561.2","grey"
"ENSG00000233098.9","brown"
"ENSG00000261213.1","brown"
"ENSG00000177234.7","brown"
"ENSG00000166183.16","yellow"
"ENSG00000231806.3","yellow"
"ENSG00000175894.18","grey"
"ENSG00000148948.8","brown"
"ENSG00000248347.3","grey"
"ENSG00000124391.5","grey"
"ENSG00000183833.16","turquoise"
"ENSG00000074047.22","grey"
"ENSG00000104213.13","brown"
"ENSG00000176532.4","blue"
"ENSG00000134769.21","green"
"ENSG00000182195.9","brown"
"ENSG00000179299.17","blue"
"ENSG00000073737.17","yellow"
"ENSG00000118849.10","turquoise"
"ENSG00000004846.16","grey"
"ENSG00000168952.15","turquoise"
"ENSG00000215146.5","brown"
"ENSG00000170439.7","green"
"ENSG00000108309.14","yellow"
"ENSG00000144331.20","green"
"ENSG00000185988.15","blue"
"ENSG00000160856.21","turquoise"
"ENSG00000156466.10","brown"
"ENSG00000166106.3","blue"
"ENSG00000267128.2","blue"
"ENSG00000139515.6","grey"
"ENSG00000162006.9","blue"
"ENSG00000234427.1","yellow"
"ENSG00000286546.1","turquoise"
"ENSG00000151572.18","grey"
"ENSG00000253796.2","turquoise"
"ENSG00000125869.10","brown"
"ENSG00000268388.6","turquoise"
"ENSG00000105523.3","blue"
"ENSG00000155657.28","green"
"ENSG00000171951.5","brown"
"ENSG00000150471.16","blue"
"ENSG00000162878.13","turquoise"
"ENSG00000189229.11","grey"
"ENSG00000173805.16","blue"
"ENSG00000174808.12","grey"
"ENSG00000101188.5","grey"
"ENSG00000225807.2","blue"
"ENSG00000100448.4","turquoise"
"ENSG00000168081.9","turquoise"
"ENSG00000253686.2","turquoise"
"ENSG00000177398.18","blue"
"ENSG00000158806.14","yellow"
"ENSG00000172156.4","brown"
"ENSG00000258806.2","grey"
"ENSG00000163519.14","turquoise"
"ENSG00000188269.10","blue"
"ENSG00000233080.3","grey"
"ENSG00000231863.2","yellow"
"ENSG00000204610.13","grey"
"ENSG00000133048.13","green"
"ENSG00000244300.3","grey"
"ENSG00000204128.6","blue"
"ENSG00000159495.8","blue"
"ENSG00000179873.14","turquoise"
"ENSG00000203523.3","yellow"
"ENSG00000264785.1","blue"
"ENSG00000286058.1","grey"
"ENSG00000198336.9","green"
"ENSG00000176692.8","grey"
"ENSG00000206077.13","blue"
"ENSG00000196436.8","blue"
"ENSG00000184139.8","grey"
"ENSG00000256463.8","yellow"
"ENSG00000237167.1","grey"
"ENSG00000088002.12","yellow"
"ENSG00000189056.14","brown"
"ENSG00000169031.20","green"
"ENSG00000157851.17","green"
"ENSG00000179915.24","turquoise"
"ENSG00000167751.13","grey"
"ENSG00000143595.13","grey"
"ENSG00000168079.17","brown"
"ENSG00000143318.13","green"
"ENSG00000169213.7","grey"
"ENSG00000234380.2","grey"
"ENSG00000286984.1","grey"
"ENSG00000146233.8","yellow"
"ENSG00000215644.10","blue"
"ENSG00000153132.13","yellow"
"ENSG00000229009.7","yellow"
"ENSG00000175065.12","yellow"
"ENSG00000119698.12","grey"
"ENSG00000250986.1","grey"
"ENSG00000115414.21","brown"
"ENSG00000231298.7","turquoise"
"ENSG00000183508.5","turquoise"
"ENSG00000257219.6","blue"
"ENSG00000147655.12","brown"
"ENSG00000185482.8","green"
"ENSG00000159212.13","turquoise"
"ENSG00000259590.1","grey"
"ENSG00000064218.5","blue"
"ENSG00000145451.13","yellow"
"ENSG00000162654.9","turquoise"
"ENSG00000224594.2","turquoise"
"ENSG00000187608.10","blue"
"ENSG00000197177.15","green"
"ENSG00000167757.14","yellow"
"ENSG00000273297.2","grey"
"ENSG00000229835.2","yellow"
"ENSG00000053108.17","blue"
"ENSG00000171435.14","blue"
"ENSG00000258077.2","grey"
"ENSG00000123838.11","blue"
"ENSG00000177752.14","green"
"ENSG00000251550.1","grey"
"ENSG00000250874.1","grey"
"ENSG00000085741.13","green"
"ENSG00000153923.10","yellow"
"ENSG00000228918.4","blue"
"ENSG00000229586.2","yellow"
"ENSG00000107518.18","brown"
"ENSG00000279484.2","green"
"ENSG00000223561.7","green"
"ENSG00000112218.9","blue"
"ENSG00000271830.1","grey"
"ENSG00000134538.3","grey"
"ENSG00000280870.3","brown"
"ENSG00000168484.12","grey"
"ENSG00000224237.1","grey"
"ENSG00000175920.18","green"
"ENSG00000215861.6","green"
"ENSG00000166961.15","grey"
"ENSG00000164825.4","yellow"
"ENSG00000151025.11","grey"
"ENSG00000064886.14","turquoise"
"ENSG00000160808.11","green"
"ENSG00000100604.13","grey"
"ENSG00000221986.7","grey"
"ENSG00000260398.1","green"
"ENSG00000214860.5","turquoise"
"ENSG00000175093.5","brown"
"ENSG00000237125.11","brown"
"ENSG00000170231.16","grey"
"ENSG00000239961.3","turquoise"
"ENSG00000197641.12","blue"
"ENSG00000251169.2","grey"
"ENSG00000130487.9","grey"
"ENSG00000189058.9","brown"
"ENSG00000168505.7","turquoise"
"ENSG00000198915.12","grey"
"ENSG00000260125.2","grey"
"ENSG00000132677.13","yellow"
"ENSG00000261534.1","blue"
"ENSG00000174776.11","blue"
"ENSG00000161055.4","blue"
"ENSG00000167476.10","green"
"ENSG00000036672.16","yellow"
"ENSG00000143627.19","grey"
"ENSG00000171236.10","grey"
"ENSG00000178395.7","yellow"
"ENSG00000228262.10","blue"
"ENSG00000249743.6","yellow"
"ENSG00000108018.15","turquoise"
"ENSG00000042980.13","turquoise"
"ENSG00000286504.1","blue"
"ENSG00000109339.24","turquoise"
"ENSG00000029559.7","brown"
"ENSG00000284606.1","blue"
"ENSG00000130675.15","grey"
"ENSG00000254968.7","turquoise"
"ENSG00000187987.9","grey"
"ENSG00000116035.4","grey"
"ENSG00000158246.8","yellow"
"ENSG00000188011.5","turquoise"
"ENSG00000224220.1","turquoise"
"ENSG00000229108.2","green"
"ENSG00000256916.1","blue"
"ENSG00000073150.14","grey"
"ENSG00000148680.16","yellow"
"ENSG00000214872.8","green"
"ENSG00000203722.8","yellow"
"ENSG00000281097.1","blue"
"ENSG00000254126.8","turquoise"
"ENSG00000086696.11","yellow"
"ENSG00000128833.13","blue"
"ENSG00000148219.17","blue"
"ENSG00000186479.5","turquoise"
"ENSG00000172116.23","turquoise"
"ENSG00000183671.12","yellow"
"ENSG00000103089.9","blue"
"ENSG00000165072.10","green"
"ENSG00000187258.14","blue"
"ENSG00000233085.5","yellow"
"ENSG00000132164.10","yellow"
"ENSG00000275895.7","grey"
"ENSG00000259828.1","green"
"ENSG00000204933.3","blue"
"ENSG00000182759.4","green"
"ENSG00000164729.7","blue"
"ENSG00000176381.6","yellow"
"ENSG00000267122.1","grey"
"ENSG00000212724.3","yellow"
"ENSG00000221890.6","brown"
"ENSG00000211694.2","turquoise"
"ENSG00000006016.11","grey"
"ENSG00000113211.5","brown"
"ENSG00000115138.11","blue"
"ENSG00000149305.7","blue"
"ENSG00000168539.4","blue"
"ENSG00000260710.1","turquoise"
"ENSG00000253404.1","blue"
"ENSG00000115758.13","turquoise"
"ENSG00000280027.1","grey"
"ENSG00000136546.16","turquoise"
"ENSG00000122824.11","brown"
"ENSG00000253417.5","yellow"
"ENSG00000124253.11","grey"
"ENSG00000166126.11","turquoise"
"ENSG00000140538.16","brown"
"ENSG00000164188.9","grey"
"ENSG00000198732.11","green"
"ENSG00000236972.2","yellow"
"ENSG00000204362.6","turquoise"
"ENSG00000080854.16","turquoise"
"ENSG00000135114.12","blue"
"ENSG00000248846.3","grey"
"ENSG00000186806.5","yellow"
"ENSG00000123201.14","blue"
"ENSG00000197410.14","brown"
"ENSG00000269985.1","yellow"
"ENSG00000225760.2","grey"
"ENSG00000165449.11","blue"
"ENSG00000254585.5","brown"
"ENSG00000241472.7","grey"
"ENSG00000138759.19","brown"
"ENSG00000092377.15","red"
"ENSG00000233214.1","blue"
"ENSG00000230481.2","turquoise"
"ENSG00000118322.14","yellow"
"ENSG00000102043.16","turquoise"
"ENSG00000257398.8","turquoise"
"ENSG00000184845.4","turquoise"
"ENSG00000108839.12","blue"
"ENSG00000140093.10","grey"
"ENSG00000225868.7","blue"
"ENSG00000197472.15","grey"
"ENSG00000236045.1","grey"
"ENSG00000260135.7","turquoise"
"ENSG00000135638.14","grey"
"ENSG00000146147.15","green"
"ENSG00000172137.19","yellow"
"ENSG00000156298.13","green"
"ENSG00000165617.15","brown"
"ENSG00000176887.7","brown"
"ENSG00000104313.20","brown"
"ENSG00000116661.11","yellow"
"ENSG00000128322.7","turquoise"
"ENSG00000185559.16","green"
"ENSG00000189108.13","grey"
"ENSG00000259692.6","blue"
"ENSG00000145423.5","brown"
"ENSG00000182747.5","yellow"
"ENSG00000232363.1","yellow"
"ENSG00000105048.17","green"
"ENSG00000116194.13","green"
"ENSG00000133433.11","grey"
"ENSG00000136011.15","turquoise"
"ENSG00000152092.16","grey"
"ENSG00000213468.7","blue"
"ENSG00000273415.3","grey"
"ENSG00000115602.17","yellow"
"ENSG00000173597.9","blue"
"ENSG00000213967.11","grey"
"ENSG00000103034.14","grey"
"ENSG00000224063.6","blue"
"ENSG00000180871.8","yellow"
"ENSG00000213025.2","grey"
"ENSG00000240122.1","yellow"
"ENSG00000258657.5","grey"
"ENSG00000158477.7","turquoise"
"ENSG00000154118.13","brown"
"ENSG00000287998.1","turquoise"
"ENSG00000186910.4","blue"
"ENSG00000167434.10","grey"
"ENSG00000236397.3","grey"
"ENSG00000145649.8","turquoise"
"ENSG00000254872.3","blue"
"ENSG00000135318.12","blue"
"ENSG00000266869.2","grey"
"ENSG00000070182.21","green"
"ENSG00000164935.6","turquoise"
"ENSG00000218416.4","blue"
"ENSG00000235277.1","grey"
"ENSG00000147138.3","turquoise"
"ENSG00000229314.5","grey"
"ENSG00000232613.6","turquoise"
"ENSG00000271369.1","turquoise"
"ENSG00000169715.15","yellow"
"ENSG00000116183.11","brown"
"ENSG00000286750.1","blue"
"ENSG00000136352.19","grey"
"ENSG00000261649.6","grey"
"ENSG00000223863.1","yellow"
"ENSG00000081051.8","grey"
"ENSG00000161850.3","yellow"
"ENSG00000227683.1","blue"
"ENSG00000171431.4","blue"
"ENSG00000228933.8","grey"
"ENSG00000231646.6","blue"
"ENSG00000243944.5","turquoise"
"ENSG00000251577.5","turquoise"
"ENSG00000196368.5","blue"
"ENSG00000170681.7","green"
"ENSG00000078725.13","brown"
"ENSG00000197191.6","yellow"
"ENSG00000244791.3","green"
"ENSG00000161405.17","turquoise"
"ENSG00000153956.16","brown"
"ENSG00000185069.2","yellow"
"ENSG00000146809.13","green"
"ENSG00000222033.1","grey"
"ENSG00000164591.14","green"
"ENSG00000288075.1","grey"
"ENSG00000169760.17","brown"
"ENSG00000139800.8","grey"
"ENSG00000140986.8","green"
"ENSG00000144619.15","brown"
"ENSG00000180287.17","grey"
"ENSG00000262668.2","grey"
"ENSG00000108688.11","turquoise"
"ENSG00000134612.12","grey"
"ENSG00000283283.2","yellow"
"ENSG00000253394.6","grey"
"ENSG00000181418.8","green"
"ENSG00000233610.1","yellow"
"ENSG00000117560.8","turquoise"
"ENSG00000227879.2","grey"
"ENSG00000178233.18","blue"
"ENSG00000275591.5","yellow"
"ENSG00000261040.7","blue"
"ENSG00000102452.18","brown"
"ENSG00000124749.17","brown"
"ENSG00000185924.7","grey"
"ENSG00000277200.1","blue"
"ENSG00000177359.20","yellow"
"ENSG00000224049.1","grey"
"ENSG00000234184.6","turquoise"
"ENSG00000248015.7","blue"
"ENSG00000250426.2","blue"
"ENSG00000251533.2","grey"
"ENSG00000285051.2","blue"
"ENSG00000258791.9","yellow"
"ENSG00000279754.1","yellow"
"ENSG00000253661.2","green"
"ENSG00000260220.7","blue"
"ENSG00000286962.1","yellow"
"ENSG00000249007.1","blue"
"ENSG00000141449.15","green"
"ENSG00000288610.1","turquoise"
"ENSG00000250072.6","turquoise"
"ENSG00000119147.10","green"
"ENSG00000126709.15","blue"
"ENSG00000213366.13","blue"
"ENSG00000132692.19","grey"
"ENSG00000101333.17","brown"
"ENSG00000125148.7","blue"
"ENSG00000234155.1","blue"
"ENSG00000165323.15","brown"
"ENSG00000275385.2","turquoise"
"ENSG00000179270.7","blue"
"ENSG00000227906.8","grey"
"ENSG00000155886.11","brown"
"ENSG00000159263.16","yellow"
"ENSG00000114279.13","blue"
"ENSG00000121075.11","grey"
"ENSG00000163739.5","grey"
"ENSG00000198346.11","grey"
"ENSG00000188818.12","blue"
"ENSG00000106302.10","yellow"
"ENSG00000019169.10","turquoise"
"ENSG00000249790.3","grey"
"ENSG00000101605.13","green"
"ENSG00000224940.9","green"
"ENSG00000198523.6","green"
"ENSG00000230990.2","grey"
"ENSG00000224557.7","turquoise"
"ENSG00000286480.1","grey"
"ENSG00000258808.1","turquoise"
"ENSG00000283646.2","grey"
"ENSG00000223652.2","turquoise"
"ENSG00000180535.4","turquoise"
"ENSG00000269397.1","grey"
"ENSG00000246225.7","turquoise"
"ENSG00000172318.5","green"
"ENSG00000141433.13","turquoise"
"ENSG00000165192.14","green"
"ENSG00000253131.1","turquoise"
"ENSG00000261834.2","turquoise"
"ENSG00000283686.2","grey"
"ENSG00000279741.1","blue"
"ENSG00000117525.14","yellow"
"ENSG00000140557.12","brown"
"ENSG00000006210.7","turquoise"
"ENSG00000100253.13","yellow"
"ENSG00000163623.9","brown"
"ENSG00000110427.17","brown"
"ENSG00000234663.7","turquoise"
"ENSG00000256612.7","blue"
"ENSG00000141431.12","brown"
"ENSG00000165023.7","blue"
"ENSG00000156234.7","turquoise"
"ENSG00000085265.11","turquoise"
"ENSG00000261618.2","turquoise"
"ENSG00000197085.11","blue"
"ENSG00000149575.9","green"
"ENSG00000227191.8","turquoise"
"ENSG00000221887.6","turquoise"
"ENSG00000121807.6","turquoise"
"ENSG00000114805.18","blue"
"ENSG00000170927.15","grey"
"ENSG00000165730.16","yellow"
"ENSG00000156218.13","turquoise"
"ENSG00000116983.13","green"
"ENSG00000186340.16","brown"
"ENSG00000121742.19","yellow"
"ENSG00000223534.1","turquoise"
"ENSG00000233579.1","yellow"
"ENSG00000253460.2","turquoise"
"ENSG00000145850.9","turquoise"
"ENSG00000159398.16","yellow"
"ENSG00000229228.1","turquoise"
"ENSG00000153404.14","brown"
"ENSG00000203808.12","green"
"ENSG00000171759.10","blue"
"ENSG00000279720.1","grey"
"ENSG00000236242.1","turquoise"
"ENSG00000185758.9","yellow"
"ENSG00000149054.16","grey"
"ENSG00000249894.1","grey"
"ENSG00000224511.2","yellow"
"ENSG00000187726.9","blue"
"ENSG00000091128.13","grey"
"ENSG00000006377.11","blue"
"ENSG00000138684.9","turquoise"
"ENSG00000225826.2","blue"
"ENSG00000105549.11","grey"
"ENSG00000184160.8","grey"
"ENSG00000204792.2","grey"
"ENSG00000005981.13","green"
"ENSG00000257925.1","turquoise"
"ENSG00000276476.3","grey"
"ENSG00000177807.10","turquoise"
"ENSG00000250420.8","blue"
"ENSG00000203280.4","green"
"ENSG00000233101.10","blue"
"ENSG00000206195.11","brown"
"ENSG00000282390.1","grey"
"ENSG00000235493.2","grey"
"ENSG00000196660.11","grey"
"ENSG00000176971.4","brown"
"ENSG00000131142.13","turquoise"
"ENSG00000160161.9","brown"
"ENSG00000221957.8","turquoise"
"ENSG00000285769.2","grey"
"ENSG00000162105.19","grey"
"ENSG00000229656.7","blue"
"ENSG00000250770.3","turquoise"
"ENSG00000135960.10","blue"
"ENSG00000149021.7","blue"
"ENSG00000225206.10","grey"
"ENSG00000227744.4","grey"
"ENSG00000246876.7","grey"
"ENSG00000136231.14","grey"
"ENSG00000112299.8","turquoise"
"ENSG00000019102.12","blue"
"ENSG00000253626.3","grey"
"ENSG00000260377.1","blue"
"ENSG00000154415.8","green"
"ENSG00000251273.4","grey"
"ENSG00000286544.1","grey"
"ENSG00000235244.4","grey"
"ENSG00000135063.19","green"
"ENSG00000228216.1","grey"
"ENSG00000122641.11","blue"
"ENSG00000145864.14","brown"
"ENSG00000231638.1","turquoise"
"ENSG00000205922.5","grey"
"ENSG00000182836.10","turquoise"
"ENSG00000114547.10","blue"
"ENSG00000188517.16","green"
"ENSG00000185615.16","grey"
"ENSG00000285108.1","yellow"
"ENSG00000172987.13","brown"
"ENSG00000160471.13","grey"
"ENSG00000267151.5","grey"
"ENSG00000242880.2","yellow"
"ENSG00000262061.6","green"
"ENSG00000092607.15","green"
"ENSG00000174792.11","grey"
"ENSG00000180638.19","grey"
"ENSG00000103723.16","yellow"
"ENSG00000254948.1","grey"
"ENSG00000233332.1","grey"
"ENSG00000188322.8","blue"
"ENSG00000183166.11","brown"
"ENSG00000258088.1","grey"
"ENSG00000166482.12","brown"
"ENSG00000250056.8","blue"
"ENSG00000104267.10","yellow"
"ENSG00000243635.1","grey"
"ENSG00000254098.1","turquoise"
"ENSG00000269001.2","turquoise"
"ENSG00000007216.15","blue"
"ENSG00000173546.7","green"
"ENSG00000146666.5","turquoise"
"ENSG00000108576.10","blue"
"ENSG00000224652.2","yellow"
"ENSG00000164485.15","turquoise"
"ENSG00000279036.1","yellow"
"ENSG00000287229.1","blue"
"ENSG00000105366.15","turquoise"
"ENSG00000216915.2","grey"
"ENSG00000244247.2","grey"
"ENSG00000230834.1","grey"
"ENSG00000267868.1","blue"
"ENSG00000271046.1","turquoise"
"ENSG00000058866.15","grey"
"ENSG00000185652.12","brown"
"ENSG00000248599.2","yellow"
"ENSG00000250722.6","turquoise"
"ENSG00000132170.23","grey"
"ENSG00000216921.9","grey"
"ENSG00000173917.10","brown"
"ENSG00000164185.6","green"
"ENSG00000109705.8","brown"
"ENSG00000143196.5","brown"
"ENSG00000067798.16","yellow"
"ENSG00000163421.9","grey"
"ENSG00000286952.1","green"
"ENSG00000047597.7","blue"
"ENSG00000278626.1","grey"
"ENSG00000173227.14","turquoise"
"ENSG00000128383.13","yellow"
"ENSG00000170703.15","blue"
"ENSG00000217646.1","black"
"ENSG00000253709.1","turquoise"
"ENSG00000224194.1","grey"
"ENSG00000189233.12","turquoise"
"ENSG00000088827.12","turquoise"
"ENSG00000267922.1","turquoise"
"ENSG00000274286.2","blue"
"ENSG00000123496.8","grey"
"ENSG00000261072.2","turquoise"
"ENSG00000233117.4","green"
"ENSG00000198881.10","green"
"ENSG00000153446.16","turquoise"
"ENSG00000227124.11","brown"
"ENSG00000198576.4","yellow"
"ENSG00000164520.11","yellow"
"ENSG00000160183.17","turquoise"
"ENSG00000103528.17","yellow"
"ENSG00000126950.8","brown"
"ENSG00000167971.16","turquoise"
"ENSG00000182508.14","turquoise"
"ENSG00000185915.5","green"
"ENSG00000158815.11","blue"
"ENSG00000108821.14","brown"
"ENSG00000164099.3","turquoise"
"ENSG00000151623.15","turquoise"
"ENSG00000124203.6","turquoise"
"ENSG00000079931.15","turquoise"
"ENSG00000036448.10","green"
"ENSG00000228705.2","grey"
"ENSG00000258376.2","grey"
"ENSG00000225489.7","yellow"
"ENSG00000268754.4","turquoise"
"ENSG00000019186.10","grey"
"ENSG00000068615.19","green"
"ENSG00000100181.22","brown"
"ENSG00000171033.13","green"
"ENSG00000279197.1","grey"
"ENSG00000171847.11","blue"
"ENSG00000143171.13","green"
"ENSG00000154654.15","brown"
"ENSG00000258910.3","grey"
"ENSG00000183876.9","blue"
"ENSG00000146839.19","grey"
"ENSG00000169067.4","blue"
"ENSG00000168878.19","grey"
"ENSG00000170498.9","green"
"ENSG00000165731.20","blue"
"ENSG00000157005.4","grey"
"ENSG00000224807.5","blue"
"ENSG00000132185.18","turquoise"
"ENSG00000198963.11","turquoise"
"ENSG00000261804.2","blue"
"ENSG00000285744.1","turquoise"
"ENSG00000185303.17","grey"
"ENSG00000204380.4","blue"
"ENSG00000276509.1","yellow"
"ENSG00000174567.8","yellow"
"ENSG00000231274.5","green"
"ENSG00000140274.14","blue"
"ENSG00000112293.15","blue"
"ENSG00000236427.1","turquoise"
"ENSG00000260947.1","brown"
"ENSG00000245954.8","grey"
"ENSG00000164418.21","brown"
"ENSG00000105374.10","turquoise"
"ENSG00000279058.2","grey"
"ENSG00000218014.1","grey"
"ENSG00000154764.6","yellow"
"ENSG00000150625.16","turquoise"
"ENSG00000116032.5","grey"
"ENSG00000182732.18","blue"
"ENSG00000168621.15","grey"
"ENSG00000223829.6","grey"
"ENSG00000226539.1","grey"
"ENSG00000278464.2","green"
"ENSG00000081052.13","turquoise"
"ENSG00000261104.1","turquoise"
"ENSG00000255815.3","grey"
"ENSG00000139304.16","yellow"
"ENSG00000103316.12","blue"
"ENSG00000174450.12","grey"
"ENSG00000132514.14","turquoise"
"ENSG00000120337.8","grey"
"ENSG00000253671.3","yellow"
"ENSG00000133519.12","grey"
"ENSG00000174348.14","brown"
"ENSG00000111981.5","blue"
"ENSG00000139269.3","green"
"ENSG00000141744.4","green"
"ENSG00000245164.8","turquoise"
"ENSG00000139330.6","brown"
"ENSG00000227640.3","blue"
"ENSG00000143028.9","green"
"ENSG00000215475.5","turquoise"
"ENSG00000283537.2","grey"
"ENSG00000166415.15","grey"
"ENSG00000186301.8","blue"
"ENSG00000170298.15","yellow"
"ENSG00000139219.19","turquoise"
"ENSG00000186335.9","green"
"ENSG00000143512.13","grey"
"ENSG00000231948.2","blue"
"ENSG00000258572.1","turquoise"
"ENSG00000211829.9","turquoise"
"ENSG00000237541.4","turquoise"
"ENSG00000211752.3","turquoise"
"ENSG00000287270.1","yellow"
"ENSG00000137872.17","brown"
"ENSG00000256209.2","yellow"
"ENSG00000273203.1","yellow"
"ENSG00000285417.1","turquoise"
"ENSG00000211706.2","turquoise"
"ENSG00000148204.12","turquoise"
"ENSG00000248587.8","grey"
"ENSG00000152611.12","brown"
"ENSG00000267279.2","turquoise"
"ENSG00000147588.7","green"
"ENSG00000240403.5","turquoise"
"ENSG00000120885.22","blue"
"ENSG00000256151.1","grey"
"ENSG00000130208.9","turquoise"
"ENSG00000164692.18","brown"
"ENSG00000152377.14","brown"
"ENSG00000217261.4","grey"
"ENSG00000104848.1","green"
"ENSG00000204323.5","yellow"
"ENSG00000124215.17","blue"
"ENSG00000243230.1","blue"
"ENSG00000269825.1","grey"
"ENSG00000196074.13","blue"
"ENSG00000124249.7","brown"
"ENSG00000222012.1","grey"
"ENSG00000170577.8","yellow"
"ENSG00000139874.6","brown"
"ENSG00000224260.6","turquoise"
"ENSG00000113600.11","grey"
"ENSG00000168477.19","turquoise"
"ENSG00000161929.15","turquoise"
"ENSG00000076716.9","brown"
"ENSG00000166407.14","green"
"ENSG00000243276.6","grey"
"ENSG00000287055.1","grey"
"ENSG00000124491.16","brown"
"ENSG00000197181.12","grey"
"ENSG00000158488.16","turquoise"
"ENSG00000198178.11","turquoise"
"ENSG00000255262.3","turquoise"
"ENSG00000016391.11","blue"
"ENSG00000124479.11","brown"
"ENSG00000162840.4","blue"
"ENSG00000082196.21","brown"
"ENSG00000225886.3","blue"
"ENSG00000204528.3","yellow"
"ENSG00000229961.3","turquoise"
"ENSG00000100626.17","turquoise"
"ENSG00000170381.14","blue"
"ENSG00000050730.16","turquoise"
"ENSG00000211721.2","turquoise"
"ENSG00000170214.5","grey"
"ENSG00000125726.11","turquoise"
"ENSG00000170324.21","yellow"
"ENSG00000173702.7","blue"
"ENSG00000236256.9","grey"
"ENSG00000105538.10","grey"
"ENSG00000264177.1","grey"
"ENSG00000233355.7","turquoise"
"ENSG00000170579.17","blue"
"ENSG00000231345.3","grey"
"ENSG00000181656.7","green"
"ENSG00000163751.4","turquoise"
"ENSG00000156959.9","grey"
"ENSG00000160505.16","grey"
"ENSG00000254632.2","blue"
"ENSG00000256980.5","turquoise"
"ENSG00000279220.4","blue"
"ENSG00000118194.20","grey"
"ENSG00000137674.4","grey"
"ENSG00000070601.10","yellow"
"ENSG00000214128.11","blue"
"ENSG00000230257.5","grey"
"ENSG00000254176.1","turquoise"
"ENSG00000287424.1","grey"
"ENSG00000120708.17","blue"
"ENSG00000281741.2","grey"
"ENSG00000203697.12","blue"
"ENSG00000197993.9","turquoise"
"ENSG00000228742.11","turquoise"
"ENSG00000197540.8","turquoise"
"ENSG00000124107.5","yellow"
"ENSG00000173930.9","turquoise"
"ENSG00000229618.3","grey"
"ENSG00000135406.14","turquoise"
"ENSG00000226530.2","turquoise"
"ENSG00000196549.12","brown"
"ENSG00000226125.2","yellow"
"ENSG00000122592.8","blue"
"ENSG00000145283.8","yellow"
"ENSG00000224389.9","turquoise"
"ENSG00000226383.7","grey"
"ENSG00000126262.5","yellow"
"ENSG00000255833.2","turquoise"
"ENSG00000122254.7","brown"
"ENSG00000162444.12","blue"
"ENSG00000172548.14","yellow"
"ENSG00000153012.12","turquoise"
"ENSG00000262714.1","grey"
"ENSG00000169583.13","yellow"
"ENSG00000175785.13","turquoise"
"ENSG00000188848.16","turquoise"
"ENSG00000183571.11","green"
"ENSG00000286965.1","grey"
"ENSG00000198185.11","brown"
"ENSG00000248243.1","grey"
"ENSG00000196296.14","green"
"ENSG00000145692.15","blue"
"ENSG00000255221.3","yellow"
"ENSG00000217455.8","brown"
"ENSG00000147180.17","blue"
"ENSG00000144810.16","brown"
"ENSG00000135925.9","yellow"
"ENSG00000184995.7","turquoise"
"ENSG00000243323.7","turquoise"
"ENSG00000214514.8","turquoise"
"ENSG00000273295.1","grey"
"ENSG00000258590.5","grey"
"ENSG00000178947.9","blue"
"ENSG00000188175.10","blue"
"ENSG00000137809.17","brown"
"ENSG00000180229.12","grey"
"ENSG00000172260.15","brown"
"ENSG00000090530.10","grey"
"ENSG00000257732.1","turquoise"
"ENSG00000156564.9","grey"
"ENSG00000267073.1","turquoise"
"ENSG00000175946.8","green"
"ENSG00000138083.5","brown"
"ENSG00000188385.12","blue"
"ENSG00000236496.2","grey"
"ENSG00000287097.1","grey"
"ENSG00000131386.19","brown"
"ENSG00000100302.7","green"
"ENSG00000173212.4","yellow"
"ENSG00000168350.8","grey"
"ENSG00000234948.2","grey"
"ENSG00000183114.8","brown"
"ENSG00000164929.17","brown"
"ENSG00000004848.8","green"
"ENSG00000260139.6","green"
"ENSG00000163435.16","blue"
"ENSG00000153531.13","green"
"ENSG00000182612.10","yellow"
"ENSG00000273209.1","blue"
"ENSG00000115556.14","green"
"ENSG00000166292.12","brown"
"ENSG00000099617.4","grey"
"ENSG00000137819.14","yellow"
"ENSG00000154162.15","blue"
"ENSG00000170848.16","grey"
"ENSG00000230501.1","blue"
"ENSG00000278530.4","grey"
"ENSG00000147570.10","turquoise"
"ENSG00000138311.18","grey"
"ENSG00000132026.14","grey"
"ENSG00000100156.10","yellow"
"ENSG00000242808.10","blue"
"ENSG00000204860.5","grey"
"ENSG00000215875.4","yellow"
"ENSG00000237254.2","turquoise"
